sample_id,year,broadcast_abstract,abstract_length,broadcasts_in_year,broadcast_time,id_coder_1,id_coder_2,id_coder_3,geography_coder_1,geography_coder_2,geography_coder_3,news_coder_1,news_coder_2,news_coder_3,news,news_majority,geography,geography_majority
252374,2000,"(Studio: Andria Hall) .(Sarasota, Florida: Marsha Walton) Efforts of Korean War veterans to track down old friends and fellow soldiers using the Internet featured; wartime photos shown. [Korean War veteran Dick MOLDROSKI - talks about tracking down others.] [Korean War veteran Carlos CARLE - talks about making friends in Korea.] [Korean War Project founder Hal BARKER - comments on the reunion project.]",405,11788,130,45157954,45449661,45598862,international,international,international,hard,hard,hard,hard,hard,international,international
254008,2000,"(Studio: Brian Nelson) .(Baikonur, Kazakhstan: Miles O'Brien) The upcoming launch of three {sic} Russian cosmonauts and one American astronauts from Kazakhstan to be the first residents of the International Space Station featured; scenes shown from the Baikonur, Kazakhstan, launch site. [Wife of first NASA (National Aeronautics and Space Administration) station commander Beth SHEPHERD - says she has seen things that do not happen at Kennedy Space Center.] [RUSSIAN (thru translator) - talks about the reliability of the Soyuz rocket.] [Backup commander Ken BOWERSOX - says people have to work together.]",607,11788,200,45541372,45597133,45679229,international,international,international,hard,hard,hard,hard,hard,international,international
279666,2000,"(Studio: Dan Rather) The first Major League Baseball season opener between the New York Mets and the Chicago Cubs to be played in Tokyo, Japan reported; game footage shown.",172,11788,40,43487092,44502111,45718877,international,national,national,soft,soft,hard,NA,soft,NA,national
284694,2000,"(Studio: Joie Chen) .(Moscow: Eileen O'Connor) The appointment of Russian Prime Minister Vladimir Putin as acting president following Russian Boris Yeltsin's surprise resignation featured; scenes shown from Moscow where the people responded to the change on the New Year and of Putin meeting with the troops fighting in Chechnya. [OFFICIAL - comments on the transformation of Russia.] [PUTIN - (thru translator) says we are putting an end to Russia falling apart.] [Communist Party chief Gennady ZYUGANOV - (thru translator) speaks against Yeltsin.](Studio: Joie Chen) .(State Department: Andrea Koppel) The United States reaction to the change in Russia's president featured; details given of hotspots for the 21st century: the Russian war in Chechnya, Taiwan's elections, concerns about North Korea's missiles, the tensions between India and Pakistan and Afghanistan as a safe haven for Saudi terrorist Osama bin Laden. [American OFFICIAL - comments on terrorism.] The prospects for peace in Northern Ireland and the Middle East noted. [The Nixon Center Geoffrey KEMP - says peace in the Middle East would be good news for United States foreign policy.] Putin's relationship with Secretary of State Madeleine Albright discussed.",1230,11788,400,45573244,44761816,45598776,international,international,national,hard,hard,hard,hard,hard,NA,international
254788,2000,(Studio: Bernard Shaw) .(Philadelphia: Deborah Feyerick) Police incident in Philadelphia in which suspect Thomas Jones was pulled from a stolen police car and beaten by a number of policemen featured; video shown from a helicopter. [Police commissioner John TIMONEY - comments on the investigation.] [Philadelphia NAACP (National Association for the Advancement of Colored People) Jerry MONDESIRE - says it was a case of excessive force.] [Philadelphia police Captain James BRADY - cites Jones's criminal background.] [Black Clergy of Philadelphia Reverend Vernal SIMMS - says the incident transcends race.],607,11788,120,44219383,45597900,45570826,national,local,local,hard,hard,hard,hard,hard,NA,local
282060,2000,"(Studio: Peter Jennings) The competition for the right to challenge New Zealand for the America's Cup yacht race noted.(Auckland, New Zealand: James Walker) The advances in yachting technology examined; scenes shown of America One and Prada sailing in the Hauraki Gulf off New Zealand. [America One skipper Paul CAYARD, designer Bruce NELSON - say technology is determinant in yacht racing.] [Prada co-designer Doug PETERSON - cites the changes in the sails and the rigs.]",472,11788,170,45658808,45722595,45703631,international,national,international,hard,hard,hard,hard,hard,NA,international
253544,2000,"(Studio: Andria Hall) The winners of various Olympic events in Sydney, Australia, reported; photos shown of Russian gymnast Svetlana Khorkina.(Sydney, Australia: Martin Savidge) The sale of Olympic pins examined; scenes shown of lots of pins being exchanged in Sydney. [WOMAN - comments on the marathon race.] [""""""""PINOLOGIST"""""""" - talks to audience.] [MAN - talks about pin prices.]",379,11788,120,45596949,45710586,45599750,international,national,international,hard,hard,soft,NA,hard,NA,international
258393,2000,"(Studio: Peter Jennings) """"""""Nature"""""""" study on biologists' revival of bacteria from millions of years ago noted.(Yellowstone National Park, Wyoming: Ned Potter) The life in the boiling springs of Yellowstone National Park featured; details given about """"""""extrempohiles,"""""""" living things that survive in heat and cold where they should not. [NASA (National Aeronautics and Space Administration) biologist Lynn ROTHSCHILD - shows a living organism; says these discoveries expand the possibilities of where to look for life.] [Montana State University biologist professor Tim McDERMOTT - says the bacteria like this environment.]",622,11788,170,45349038,45600350,45455884,national,national,national,hard,hard,hard,hard,hard,national,national
284139,2000,"(Studio: Tom Brokaw) .(Chicago: Jim Avila) Concerns about the effects of the dropping value of technology stocks on mutual funds and other investment accounts examined. [Investor Emily BLOCK - says she wants to invest in the tech stocks.] [Ariel Capital Management John West ROGERS, Junior - says people have started gambling with mutual funds; says the wrong people are getting tech stocks.] A profile of the mutual fund shareholder outlined on screen. [Amazon.com Bill CURRY - explains Amazon.com's business plan.] [San Francisco analyst Chip ADAMS - explains a feature of tech stocks.]",588,11788,180,45590724,45602918,45349038,national,national,national,hard,hard,hard,hard,hard,national,national
277792,2000,"(Studio: Brian Nelson) The reunion of 6-year-old Cuban refugee Elian Gonzalez with his father, Juan Miguel Gonzalez, reported; details given of continuing efforts of the Miami relatives to see Elian at Andrews Air Force Base, MD; five photos shown of Elian and his father. [Elian's cousin Marisleysis GONZALEZ - says President Clinton and Attorney General Janet Reno lied to her family.] [Attorney for Juan Miguel Gonzalez Gregory CRAIG - says Elian and his father need time alone.](Miami, Florida: Gary Tuchman) The protests in Miami featured; scenes shown of fires, arrests, police and the crowds. [Two PEOPLE - call the federal raid """"""""savage oppression""""""""; talk about hopes for a peaceful reconciliation.] [Elian's cousin Marisleysis GONZALEZ - says there was no need for the federal raid.] [Attorney for Miami relatives Linda OSBERG-BRAUN - says she thinks Elian's father is controlled by Cuban leader Fidel Castro.](Studio: Brian Nelson) .(White House: Kelly Wallace) Calls for Congressional hearings into the use of force against Elian's Miami relatives reported; raid photos shown. [Majority Whip Representative Tom DeLAY - says the Executive Branch can now decide to raid a private citizen's home.] [""""""""Cook Political Report"""""""" Charlie COOK - comments on politics.] [Senator Orrin HATCH - asks if Vice President Al Gore is going to take a stand.] [CNN polling director Keating HOLLAND - says Gore seems to say whatever he needs to say to get elected.](Studio: Brian Nelson) Interview held with former Assistant Secretary of State William Rogers. [ROGERS - says he does not see Cuba-US relations improving after the Gonzalez custody battle; says few politicians will talk about relaxing the embargo.]",1704,11788,700,33256761,44219383,45600653,international,international,national,hard,hard,hard,hard,hard,NA,international
259195,2000,"(Studio: Brian Williams) Suicide bombing in a West Bank town reported.(Bethlehem: Martin Fletcher) The """"""""silent night"""""""" in Bethlehem where Christmas has been virtually canceled due to the Middle East violence featured; scenes shown of the fighting and funerals on the West Bank and of a Christmas tree in a bombed-out decorated with bullets. [Palestinian CHRISTIAN - hopes for peace.] [PALESTINIAN - says the Israelis destroyed their house.]",441,11788,150,45454762,45526903,45679229,international,international,international,hard,hard,hard,hard,hard,international,international
282647,2000,"(Studio: Andria Hall) The celebration of the birthday of civil rights leader Martin Luther King, Junior, reported; [In interview, former US ambassador to the United Nations Andrew YOUNG - discusses a proposed monument to King; says people must remember King's message; says King is a martyr for humanity; comments about Atlanta Braves baseball player John Rocker.]",364,11788,270,45178046,45407458,45184765,international,national,national,hard,hard,hard,hard,hard,NA,national
252216,2000,"(Studio: Tom Brokaw) Continuing efforts to fight wildfires in ten states reported.(Tonopah, NV: Jim Avila) The strain on firefighters and fire fighting of the summer's fires resources. [Bureau of Land Management Ron DUNTON - says there are personnel and equipment shortages.] [Bircher Fire Inter-Agency Team spokesman Justin DOMBROWSKI - says firefighters are competing for resources.] [Archeologist Faith DUNCAN - talks about one archeological site.] [Nevada Cattleman's Association Joe GUILD, Nevada Division of Forestry Steve FRADY - talk about cheekgrass, a fuel for fire.]",577,11788,160,45158960,45248565,30398579,national,national,national,hard,hard,hard,hard,hard,national,national
259598,2000,"(Studio: Peter Jennings) A promising new treatment for stroke victims introduced; stroke statistics cited.(New York: John McKenzie) """"""""Stroke"""""""" research on new experimental therapy for those recovering from strokes featured; details given of how intensified """"""""constraint-Induced movement therapy"""""""" works and how it helps the brain recover. [University of Alabama at Birmingham professor Edward TAUB - says a concentration of training is needed to gain improvement.] [Stroke patient James FAUST - says the therapy worked.] [Wake Forest School of Medicine Dr. David GOOD - calls it exciting research on how the brain changed in response to therapy.](Studio: Peter Jennings) Further coverage of strokes on ABCNews.com noted.",720,11788,220,45492139,45679635,45485760,national,national,national,soft,hard,hard,NA,hard,national,national
261029,2000,"(Studio: Judy Woodruff) .(Belgrade: Alessio Vinci) The decision by the Yugoslav constitutional court to annul the results of the presidential election lost by President Slobodan Milosevic featured; scenes shown of the standoff between police and striking coal miners. [Opposition LEADER - says Milosevic wants to stay in power.] [Coal MINER (thru translator), WOMAN - comment.] How Milosevic benefits from the court ruling on the election discussed.(Studio: Judy Woodruff) Warning from Montenegro that the election controversy may fuel separatist fires introduced.(Berane, Yugoslavia: Nic Robertson) One man's criticism of Milosevic via his computerized radio station providing independent news out of Montenegro featured; scenes shown from Dragan Bukomira's studio and from a pro-Milosevic cafe. [BUKOMIRA - (thru translator) talks about the situation.]",854,11788,370,45673012,45158697,30398579,international,international,international,hard,hard,hard,hard,hard,international,international
262417,2000,"(Studio: Peter Jennings) Lobbying activities in Washington, DC, by victims of faulty Firestone tires for legislation making it criminal to hide tire defects reported.(Washington: Lisa Stark) The investigation into tires made by Continental General featured; accident photos shown; details given of charges about the handling of the initial investigation of the tires. [Accident victim Maria Magdalena CAMPA - comments.] [Former NHTSA safety assurance director Michael BROWNLEE - says documents should have turned over.]",519,11788,130,45454762,45353462,45526903,national,national,national,hard,hard,hard,hard,hard,national,national
254833,2000,(Studio: Peter Jennings) The meeting of South Korean President Kim Dae Jung with North Korean leader Kim Jong Il reported; scenes shown of US soldiers.(Seoul: Mark Litke) The Korean summit featured; scenes shown of the two relaxed Kims shaking hands in North Korea and of South Koreans watching televised reports; details given of what the two Koreas want.,356,11788,130,45720414,45353462,45541372,national,national,international,hard,hard,hard,hard,hard,NA,national
255031,2000,"(Studio: Peter Jennings, George Stephanopoulos) The importance of the holdout voters for the presidential election discussed; details given of the profile of these suburban voters like those in Oakland County, Michigan. [Undecided voter Lydia ZWARKA - worries about taxes; says she will hold out on deciding who to vote for.]",325,11788,220,45590724,45602918,45349038,national,national,national,hard,hard,hard,hard,hard,national,national
284096,2000,"(Studio: Peter Jennings) The issue of Internet privacy introduced.(Rochester, New York: Jack Smith) The growing epidemic of workplace Internet abuse, company monitoring and privacy examined; details given of employers' use of software to examine where employees go on the Internet. [Xerox Michael GERDES - talks about the companies' monitoring of employees.] [ACLU (American Civil Liberties Union) Lewis MALTBY - questions employers' monitoring.] [Disguised fired WORKER - says """"""""big brother"""""""" is watching.](Studio: Peter Jennings) .(Los Angeles: Judy Muller) Employers' access to employees' medical records through insurance companies examined; details given of a University of Illinois survey of big companies' use of medical records. [Pharmacist Kim OCKRIM - says employers can get prescription drug information.] [Carnegie- Mellon University professor Latanya SWEENEY - comments on use of worker's medical records.] [Labor attorney Randy KERR - cites a case where an employer discovered an employee's HIV status.] [Psychiatrist Dr. Margaret YATES - says doctor-patient confidentiality is down the tubes!]",1108,11788,320,45526903,45722595,45541073,international,national,national,hard,hard,hard,hard,hard,NA,national
282022,2000,(Studio: Dan Rather) .(Miami: Byron Pitts) Plans for the grandmothers of 6-year-old Cuban refugee Elian Gonzalez to come to the United States reported.,151,11788,50,45449548,45598862,45438099,international,international,international,soft,hard,hard,NA,hard,international,international
279848,2000,"(Studio: Bernard Shaw) .(Vienna: Brent Sadler) The OPEC (Organization of Petroleum Exporting Countries) meeting in Vienna, Austria, to consider oil production levels to ease the high prices of oil and gas featured; details given of the split in the ranks of the OPEC (Organization of Petroleum Exporting Countries) members.",323,11788,140,45182409,45449548,45541073,international,national,international,hard,hard,hard,hard,hard,NA,international
282494,2000,"(Studio: Brian Nelson) .(Pojoque, New Mexico: Martin Savidge) The return of Los Alamos, New Mexico, residents, to the remains of their burned-out homes and of the continuing efforts to contain the fires reported; scenes shown of town residents at a Los Alamos gymnasium. [Red Cross volunteer Margie ACUNA - says she believes pictures are important.] [Shelter resident Kate O'DONALD - talks about her children.]",410,11788,190,45311784,45449661,45660870,local,national,international,soft,hard,hard,NA,hard,NA,NA
279262,2000,"(Studio: Judy Woodruff) .(Wasserbillig, Luxembourg: Patricia Kelly) Telephone report on the story in Luxembourg where a man is holding children hostage presented; details given of the hostage taker's demands.",208,11788,100,45691258,45070009,45722595,international,international,national,hard,hard,hard,hard,hard,NA,international
258603,2000,"(Studio: Judy Woodruff) .(Washington: Gary Tuchman) Progress report on the world's land mines presented; details given of the drop in mine production and advances in mine removal. [International Campaign to Ban Landmines Stephen GOOSE - says the heaviest use of land mines came in Chechnya and Kosovo.] [Pentagon spokesman Kenneth BACON - explains why the United States will not sign the treaty.] [International Campaign to Ban Landmines Jody WILLIAMS - says now the committee meets with prime ministers, not lower-level officials.]",532,11788,140,45598776,45634345,45489390,international,national,international,hard,hard,hard,hard,hard,NA,international
283766,2000,(Studio: Tom Brokaw) .(Chicago: Jim Avila) The growing importance of e-mail as communication reported; details given of how e-mail works. [Retiree Harlan MIRIAM - says he does not know how e-mail works.] [21st Century Telecom Vice President Jim DREHER - talks about the speed of e-mail.] [University of Chicago Leo ARAQUIOTA - says e-mail is not secure.] [Sendmail inventor Eric ALMAN - says he never dreamed the network would be so big.],438,11788,190,45590724,45602918,45349038,national,national,national,soft,hard,hard,NA,hard,national,national
279786,2000,"(Studio: Kevin Newman) .(New York: Morton Dean) The swindling of the Defense Department by the bogus NATO (North Atlantic Treaty Organization) Allied Rapid Reaction Command created by con man Anthony Marsden, aka """"""""Colonel Lamar Reed,"""""""" examined. [Former Pentagon official Lawrence KORB - offers advice.] [Equipment supplier Chris BAILEY - says the deed was cleverly done.]",373,11788,210,44219383,45449661,45454762,national,international,international,hard,hard,hard,hard,hard,NA,international
254118,2000,"(Studio: Peter Jennings) Civil rights group's study on zero tolerance policies introduced.(Washington: Michele Norris) The different zero tolerance policies at Palm Springs Middle School and North Dade Middle School in Dade County, Florida, examined; details given of the report's criticism of harsh policies. [Principal Allan BONILLA, Eunice DAVIS - explain their approaches to policies.] [Harvard University Civil Rights Project Christopher EDLEY, The Advancement Project Judith BROWNE - criticize just suspending students.]",526,11788,130,45526903,45541372,45722595,international,national,national,hard,hard,hard,hard,hard,NA,national
252807,2000,(Studio: Anthony Mason) The growing number of complaints about airplane delays reported.(New York: Jeffrey Kofman) The early days of passenger jet plane service examined; details given of the lengthening of flight times on many major flight routes. [Retired United Airlines pilot Andy ROSS - talks about his flights.] [Air traffic controller Dan D'AGOSTINO - comments.] [PERSON - talks about scheduling.],404,11788,210,45305979,45486395,45252614,local,national,national,hard,soft,soft,NA,soft,NA,national
251930,2000,(Studio: John Roberts) The admission that GTE provided illegal freebies to Hollywood celebrities reported.,106,11788,20,45720414,45353462,45541372,national,national,national,hard,hard,soft,NA,hard,national,national
253692,2000,"(Studio: Brian Williams) .(London: Keith Miller) The upcoming 18th birthday of England's Prince William reported; details given of information about the prince's personal life. [""""""""London Sunday Times"""""""" Christopher MORGAN - comments.] [Royal biographer Robert LACY - says Prince William believes his mother was killed by the press.] [GIRL - says she loves William.] [Royal correspondent Nick OWEN - talks about William's taste in music.]",436,11788,190,44895329,45726221,30398579,international,international,international,soft,soft,soft,soft,soft,international,international
284124,2000,"(Studio: Bernard Shaw) .(Camp Zeist, the Netherlands: Colleen McEdwards) The opening day of the trial of two Libyans for the bombing of Pan Am Flight 103 over Lockerbie, Scotland, in 1988 featured; scenes shown from Camp Zeist, Netherlands and of the wrecked plane; courtroom sketches shown of defendants Abdel Bassett al- Negrahi and Al-Amin Khalifa Fahima while the charges against them and witness testimonies are outlined. [Victims' relatives Rosemary WOLF, Bert AMMERMAN - comment on the trial.](Studio: Judy Woodruff) .(State Department: Andrea Koppel) The question of whether the United States will resume relations with Libya in light of Libyan leader Muammar el-Kadhafi's decision to hand over the two Libyans for trial examined. [US coordinator for counter-terrorism Ambassador Michael SHEEHAN - says Libya is being driven out of the terrorism business.] Growing world pressure on the United States to lift United Nations sanctions against Libya noted; details given of the criteria for removal of sanctions. [Libyan mission to United Nations Abuzed DORDA - comments.]",1078,11788,260,45489390,45438099,45598470,national,international,international,hard,hard,hard,hard,hard,NA,international
282380,2000,"(Studio: Dan Rather) .(Los Alamos, New Mexico: Maureen Maher) Continuing efforts to fight the fires around Los Alamos, New Mexico, and the return of some residents to return home reported; scenes and amateur video shown from Los Alamos. [US Forest Service Jim PAXON - says Los Alamos is in less danger.] [Resident Harold DeHAVEN - talks about residents on the business]",369,11788,130,45590724,45447034,45718877,local,international,national,hard,hard,hard,hard,hard,NA,NA
255534,2000,"(Studio: Dan Rather) Plans for Chrysler to build a more fuel-efficient SUV reported.(Milford, Michigan: Sharyl Attkisson) Efforts to make safer sport utility vehicles (SUVs) that are less likely to tip over reported; scenes shown of a test drive of the """"""""electronic stability package."""""""" [General Motors Mike RIZZO - comments.] [Insurance Institute for Highway Safety Brian O'NEILL - says few SUVs have stability improving systems.] [GM engineer Craig MITCHELL - comments.]",472,11788,150,45673012,45158697,45590724,national,national,national,soft,hard,hard,NA,hard,national,national
284714,2000,(Studio: Tom Brokaw) .(Supreme court: Pete Williams) The Supreme Court case concerning the Boy Scouts and gay Scout leaders reported; courtroom sketches shown. [Former Scout James DALE - says he wants to return to the Scouts.] [Boy Scouts' lawyer Michael McCONNELL - explains why the Boy Scouts banned Dale.] Questions from Justice Stephen Breyer and Sandra Day O'Connor quoted. (Artist: Art Lien),397,11788,130,45573244,44761816,45598776,national,not_clear,national,hard,hard,hard,hard,hard,NA,national
282379,2000,(Studio: Dan Rather) Poll results concerning the presidential race between Vice President Al Gore and Texas Governor George W. Bush given.(White House: John Roberts) Bush's plan for reforming Social Security and Gore's criticism of the plan reported. [BUSH- says returns on Social Security are poor.] [GORE - says the plan would sound appealing now.] [2030 Center director Hans RIEMER - says guaranteed money is important.] [Cato Institute Mike TANNER - explains benefits of private investment.],495,11788,180,45596949,44895329,45597133,local,national,national,hard,hard,hard,hard,hard,NA,national
254276,2000,(Studio: Tom Brokaw) .(Washington: Robert Hager) Plans to ban the widespread use of antibiotics in poultry reported. [FDA (Food and Drug Administration) Dr. Stephen SUNDLOF - says people can get very ill from the poultry.] [Epidemiologist Michael OSTERHOLM - explains why the FDA (Food and Drug Administration) zeroed in on poultry.],333,11788,140,45598470,45631162,45451478,national,national,international,hard,hard,hard,hard,hard,NA,national
284854,2000,"(Studio: Kevin Newman) .(Washington: Martha Raddatz) The reunion of six-year-old Cuban refugee Elian Gonzalez with his father, Juan Miguel Gonzalez, featured; pictures shown of the pair. [Elian's cousin Marisleysis GONZALEZ - says she wants to give something to Elian for Easter; claims the reunion photograph is false.] [Father's attorney Gregory CRAIG - comments on the treatment of the child.] Plans to move Elian and his father to the Wye River plantation noted.(Studio: Kevin Newman) .(Washington: Andrea McCarren) The tactics used Saturday by federal agents to remove Elias from the home of his Miami relatives examined. [In Los Angeles, WOMAN; in New York, two MEN; in Los Angeles MAN - offer views on the government raid.] [Deputy attorney general Eric HOLDER, INS commissioner Doris MEISSNER - defend the raid.] [Representative Tom DeLAY - criticizes the raid.](Studio: Kevin Newman) The extraordinary trauma experienced by Elian reviewed.(New York: Bill Redeker) The emotional impact of the day's events on Elian examined; details given of how the events may affect Elian now and in later years. [Two young GIRLS, MAN - react to the raid.] [Columbia University psychiatry department professor Robert GARDNER - says Elian now needs his father.] [Columbia University psychiatry department professor Paulina KERNBERG - says the child needs to feel safe.]",1361,11788,400,45596949,45590724,45349038,international,national,national,hard,hard,hard,hard,hard,NA,national
284415,2000,"(Studio: Thalia Assuras) The views of CBS anchorman Walter Cronkite on the Vietnam War presented; scenes shown from April 25, 1975, when the pullout was carried out. [CRONKITE - remembers the civil rights era in America and the reassessment by the American people as we left Saigon; says the military learned the lesson that it could not fight an unpopular war.]",362,11788,170,45485635,45596949,45598470,national,national,international,hard,hard,hard,hard,hard,NA,national
254994,2000,"(Studio: Bernard Shaw) The mourning in Syria for the death of President Hafez al-Assad introduced.(Damascus: Mike Hanna) The public outpouring of grief for President Assad and the look to the future with the expectation that his son, Bashar, will succeed him featured.(Studio: Judy Woodruff) .(Damascus: Ben Wedeman) Assad's dubious legacy examined; scenes shown of grieving crowds of Syrians; details given of the opposition to Assad's three-decade rule, including the 1982 Hama uprising.(Studio: Judy Woodruff) CNN's live coverage of Assad's funeral tomorrow announced.(Studio: Bernard Shaw) The view from Israel of the transfer of power in Syria reviewed.",658,11788,300,45173522,45236911,45602918,international,international,international,hard,hard,hard,hard,hard,international,international
256502,2000,"(Studio: Judy Woodruff) .(Jerusalem: Mike Hanna) The escalation of violence between Israelis and Palestinians in spite of a cease-fire agreement reported; details given of nine Palestinian deaths; scenes shown of the fighting on the West Bank. [Palestinian negotiator Saeb EREKAT - asks for international protection.] [Israeli Prime Minister Ehud BARAK(thru translator) - talks about declaring a time-out.](Studio: Judy Woodruff) .(Kedumim Settlement, West Bank: Jerrold Kessel) The battles faced by Israeli settlers on the West Bank examined; scenes shown of a funeral in the settler community of Kedumim, West Bank. [Israeli settler Elyakim HAETZNI - says the peace process is a hoax; says the Jews pay for everything with blood.] [PALESTINIAN - says Israelis have terrorist organizations.](Studio: Judy Woodruff) Plans for an emergency Arab summit in Cairo, Egypt, reported.(Gaza: Rula Amin) The view of the Palestinians in Gaza featured; scenes shown of demonstrations. [WOMAN (thru translator) - says the demonstrations should continue until Jerusalem is in Palestinian hands.] [Palestinian cabinet minister Freih ABU MEDIEN - comments.] [Hamas leader Sheik Ahmad YASSEN(thru translator) - says Arab nations should support the Palestinians.]",1246,11788,470,45720414,45590724,45726284,national,international,international,hard,hard,hard,hard,hard,NA,international
251732,2000,"(Philadelphia: Dan Rather) The opening of the Republican National Convention in Philadelphia featured.(Columbus, Ohio: Bill Whitaker) Texas Governor George W. Bush's campaign stop in Ohio featured; Democrats' television ad shown. [BUSH - campaigns.] [Bush communications director Karen HUGHES - talks about Vice President Al Gore's attacks.]",341,11788,150,45305979,45486395,45252614,national,national,national,hard,hard,hard,hard,hard,national,national
281014,2000,"(Studio: Dan Rather) .(Bedford, New Hampshire: Phil Jones) Decision by Democratic presidential candidate Bill Bradley to step up his campaign in response to negative ads from Vice President Al Gore reported; scenes shown from the debate. [Outside, BRADLEY - speaks against Gore.] [GORE - criticizes Bradley.] [In voter focus group, Doris MAHONEY, Sue CHADWICK - criticize the candidates.](Studio: Dan Rather) .(Bedford, New Hampshire: Bill Whitaker) Continuing questions about Senator John McCain's position on abortion reported. [McCAIN - addresses reporters.] [Texas Governor GEORGE W. BUSH - says good people can disagree on abortion.] [Center for Women in Politics director Elizabeth SHERMAN - says women voters made the difference for President Clinton.] [Candidate Alan KEYES - says people want to know where the candidates stand.] [WOMEN - express opposing views.]",871,11788,280,45305979,45600653,45236911,national,national,national,hard,hard,soft,NA,hard,national,national
252323,2000,"(Studio: Carole Simpson) .(New York: Jim Sciutto) The human genome mapping project, its potential for new drugs and medical treatments and the potential for money making featured. [Whitehead Center for Genome Research director Eric LANDER - says doctors will be better able to treat patients.] [The Biotech Century author Jeremy RIFKIN - says the scientific community and life science companies are poised for a commercial expedition.] Congressional consideration of legislation to guarantee genetic privacy noted. [Representative Louise SLAUGHTER - comments on access and privacy.]",582,11788,120,45163668,45236911,45598442,national,international,national,hard,hard,hard,hard,hard,NA,national
284057,2000,(Studio: Peter Jennings) .(Los Angeles: Judy Muller) Agreement by the Nature Conservancy to buy the Palmyra atoll in the Pacific and keep it undeveloped featured; scenes shown of the coral reefs and rare animal life. [Nature Conservancy SPOKESMAN - says Palmyra is the last tropical marine wilderness area in the US tropics.] [Coral Reef Alliance SPOKESMAN - says the atoll could be destroyed; backs allowing a limited number of tourists to come into the ecosystem.]NOTE: Local weather bulletin on screen throughout broadcast and weather coverage preempted the news from 5:37:10 to 5:42:50.,590,11788,110,44895329,45726221,45526903,national,international,international,hard,hard,hard,hard,hard,NA,international
260782,2000,(Studio: Wolf Blitzer) The continuing efforts to fight wildfires in several western states and the declaration of Idaho as a disaster area reported.,148,11788,30,38436499,45596815,45526903,national,national,international,hard,soft,hard,NA,hard,NA,national
282180,2000,(Studio: Dan Rather) .(Washington: Bob Orr) Concerns about gridlock and runway incursions on the airport runways examined; computer animation shown.,148,11788,140,45158960,45479798,45598470,local,national,local,hard,soft,hard,NA,hard,NA,local
280953,2000,(Studio: Brian Williams) .(State Department: Andrea Mitchell) A court ruling that the American relatives of 6-year-old Cuban refugee Elian Gonzalez have no right to retain custody featured; details given of the political reaction to the immigration drama. [Attorney General Janet RENO - says it is time for Elian to go back to Cuba.] [Lawyer for relatives Spencer EIG - says Elian's life will be destroyed in Cuba.] [Representative Ileana ROS- LEHTINEN - says Elian has not had his day in court.] [Vice President Al GORE - says he wants a full court hearing.] [Representative Charles RANGEL - says the government is afraid of the Miami group.] [Chautaqua Institution Reverend Joan Brown CAMPBELL - says the situation Elian is in is unfair.],740,11788,170,44502111,45507803,45598470,national,international,international,hard,hard,hard,hard,hard,NA,international
253172,2000,"(Studio: Bernard Shaw) .(Belgrade: Alessio Vinci) The first official results from the presidential election in Yugoslavia examined; details given of the standings of President Slobodan Milosevic against opposition candidate Vojislav Kostunica. [Opposition leader Zarko KORAC - talks about the will of the people.] [Opposition campaign manager Zoran DJINDJIC, drummer Dragoljub DJURICIC - (thru translator) comment on the election.](Studio: Judy Woodruff) Audio problems in the Belgrade report acknowledged.(Podgorica, Yugoslavia: Nic Robertson) The tensions in the province of Montenegro due to the election in Serbia featured; scenes shown from Podgorica; details given of the low voter turnout in Montenegro. [Two PEOPLE - (first through translator) comment.] [Montenegro minister of information Radomir SEKULOVIC - suggests the election is being rigged.](Studio: Judy Woodruff) .(White House: Kelly Wallace) The view from the United States of the Yugoslav election presented; details given of the administration's measured approach. [President CLINTON - says Milosevic has lost the last vestige of legitimacy.]",1113,11788,400,45449548,45599464,45438099,international,local,international,hard,hard,hard,hard,hard,NA,international
260858,2000,"(Studio: Bernard Shaw) The latest developments in the crisis in the Middle East outlined on screen.(Ramallah, on the West Bank: Ben Wedeman) The violence on the West Bank featured; scenes shown from Ramallah of stone-throwing Palestinians confronting Israeli soldiers. [Israeli defense forces Colonel Gal HIRSCH - says the Palestinian died in a crash.] [Medical Relief Committee President Mustafa BARGOUTI - says this is an uprising for independence.](Studio: Judy Woodruff) .(Jerusalem: Jerrold Kessel) Diplomatic efforts to save the peace process examined; details given of the brinkmanship between Israeli Prime Minister Ehud Barak and Palestinian Authority president Yasir Arafat. [Former Israeli Prime Minister Shimon PERES - says Arafat should order an end to violence.] [Chief Palestinian negotiator Saeb EREKAT - responds.](Studio: Judy Woodruff) .(White House: John King) President Clinton's failure to bring about an emergency summit in Egypt outlined.(Studio: Bernard Shaw; Jerusalem: Jerrold Kessel) The next diplomatic step in the crisis in the Middle East discussed.(Studio: Judy Woodruff; White House: John King) The question of who is most unwilling to move toward an end to the cycle of violence discussed; details given of the issue of the need for a strong statement from Arafat and the administration's view that Arafat is more to blame for being recalcitrant.(Studio: Bernard Shaw; White House: John King; Jerusalem: Jerrold Kessel) The domestic issues for Arafat and Barak that prevent them from attending a summit meeting with President Clinton at this time discussed.",1591,11788,810,45486395,45447034,45601404,international,international,international,hard,hard,hard,hard,hard,international,international
236550,2001,"(Studio: Peter Jennings) Call from Iraqi President Saddam Hussein for an Arab summit meeting to discuss Israeli aggression against the Palestinians; a murder in Havana, Cuba and a report on the earth's warmer temperature reported.",230,12546,86090,45163668,45236911,45598442,international,international,international,hard,hard,hard,hard,hard,international,international
